feature_code,date_code,units,value,region_of_residence,breakdown_of_domestic_tourism,local_authority
S12000038,2011-2013,million pounds (GBP),11,Scotland,Expenditure,Renfrewshire
S12000038,2017-2019,Thousand Visits,34,Scotland,Visits,Renfrewshire
S12000038,2015-2017,Thousand Visits,44,England,Visits,Renfrewshire
S12000038,2014-2016,Thousand Visits,51,All of GB,Visits,Renfrewshire
S12000038,2015-2017,million pounds (GBP),11,All of GB,Expenditure,Renfrewshire
S12000038,2016-2018,Thousand Nights,179,All of GB,Nights,Renfrewshire
S12000038,2014-2016,Thousand Visits,18,Scotland,Visits,Renfrewshire
S12000038,2017-2019,million pounds (GBP),8,All of GB,Expenditure,Renfrewshire
S12000038,2017-2019,Thousand Visits,68,All of GB,Visits,Renfrewshire
S12000038,2010-2012,Thousand Nights,195,All of GB,Nights,Renfrewshire
S12000038,2014-2016,million pounds (GBP),5,Scotland,Expenditure,Renfrewshire
S12000038,2016-2018,Thousand Nights,111,England,Nights,Renfrewshire
S12000038,2012-2014,Thousand Nights,200,All of GB,Nights,Renfrewshire
S12000038,2011-2013,Thousand Nights,232,All of GB,Nights,Renfrewshire
S12000038,2010-2012,Thousand Nights,115,England,Nights,Renfrewshire
S12000038,2011-2013,million pounds (GBP),7,England,Expenditure,Renfrewshire
S12000038,2013-2015,million pounds (GBP),6,England,Expenditure,Renfrewshire
S12000038,2014-2016,million pounds (GBP),12,All of GB,Expenditure,Renfrewshire
S12000038,2009-2011,million pounds (GBP),5,England,Expenditure,Renfrewshire
S12000038,2014-2016,Thousand Visits,33,England,Visits,Renfrewshire
S12000038,2013-2015,Thousand Visits,29,England,Visits,Renfrewshire
S12000038,2010-2012,Thousand Nights,77,Scotland,Nights,Renfrewshire
S12000038,2011-2013,million pounds (GBP),18,All of GB,Expenditure,Renfrewshire
S12000038,2017-2019,Thousand Nights,70,England,Nights,Renfrewshire
S12000038,2010-2012,million pounds (GBP),6,England,Expenditure,Renfrewshire
S12000038,2014-2016,million pounds (GBP),7,England,Expenditure,Renfrewshire
S12000038,2017-2019,Thousand Nights,58,Scotland,Nights,Renfrewshire
S12000038,2016-2018,Thousand Visits,40,England,Visits,Renfrewshire
S12000038,2013-2015,Thousand Nights,89,Scotland,Nights,Renfrewshire
S12000038,2013-2015,Thousand Nights,80,England,Nights,Renfrewshire
S12000038,2015-2017,Thousand Nights,141,England,Nights,Renfrewshire
S12000038,2010-2012,million pounds (GBP),8,All of GB,Expenditure,Renfrewshire
S12000038,2009-2011,Thousand Nights,86,Scotland,Nights,Renfrewshire
S12000038,2014-2016,Thousand Nights,167,All of GB,Nights,Renfrewshire
S12000038,2013-2015,million pounds (GBP),14,Scotland,Expenditure,Renfrewshire
S12000038,2015-2017,million pounds (GBP),4,Scotland,Expenditure,Renfrewshire
S12000038,2015-2017,Thousand Visits,18,Scotland,Visits,Renfrewshire
S12000038,2011-2013,Thousand Visits,105,All of GB,Visits,Renfrewshire
S12000038,2009-2011,Thousand Visits,30,England,Visits,Renfrewshire
S12000038,2017-2019,Thousand Nights,128,All of GB,Nights,Renfrewshire
S12000038,2010-2012,Thousand Visits,47,Scotland,Visits,Renfrewshire
S12000038,2010-2012,Thousand Visits,37,England,Visits,Renfrewshire
S12000038,2016-2018,Thousand Nights,69,Scotland,Nights,Renfrewshire
S12000038,2010-2012,Thousand Visits,85,All of GB,Visits,Renfrewshire
S12000038,2011-2013,Thousand Nights,117,Scotland,Nights,Renfrewshire
S12000038,2012-2014,million pounds (GBP),8,England,Expenditure,Renfrewshire
S12000038,2017-2019,million pounds (GBP),6,England,Expenditure,Renfrewshire
S12000038,2016-2018,million pounds (GBP),6,England,Expenditure,Renfrewshire
S12000038,2012-2014,Thousand Nights,92,Scotland,Nights,Renfrewshire
S12000038,2012-2014,Thousand Visits,87,All of GB,Visits,Renfrewshire
S12000038,2011-2013,Thousand Nights,114,England,Nights,Renfrewshire
S12000038,2009-2011,Thousand Visits,84,All of GB,Visits,Renfrewshire
S12000038,2011-2013,Thousand Visits,33,England,Visits,Renfrewshire
S12000038,2012-2014,Thousand Nights,108,England,Nights,Renfrewshire
S12000038,2012-2014,Thousand Visits,58,Scotland,Visits,Renfrewshire
S12000038,2017-2019,Thousand Visits,35,England,Visits,Renfrewshire
S12000038,2010-2012,million pounds (GBP),2,Scotland,Expenditure,Renfrewshire
S12000038,2014-2016,Thousand Nights,120,England,Nights,Renfrewshire
S12000038,2009-2011,million pounds (GBP),7,All of GB,Expenditure,Renfrewshire
S12000038,2015-2017,Thousand Nights,55,Scotland,Nights,Renfrewshire
S12000038,2013-2015,Thousand Visits,48,Scotland,Visits,Renfrewshire
S12000038,2013-2015,Thousand Nights,169,All of GB,Nights,Renfrewshire
S12000038,2009-2011,Thousand Nights,167,All of GB,Nights,Renfrewshire
S12000038,2015-2017,million pounds (GBP),7,England,Expenditure,Renfrewshire
S12000038,2015-2017,Thousand Visits,62,All of GB,Visits,Renfrewshire
S12000038,2013-2015,million pounds (GBP),20,All of GB,Expenditure,Renfrewshire
S12000038,2016-2018,million pounds (GBP),8,All of GB,Expenditure,Renfrewshire
S12000038,2013-2015,Thousand Visits,77,All of GB,Visits,Renfrewshire
S12000038,2011-2013,Thousand Visits,72,Scotland,Visits,Renfrewshire
S12000038,2015-2017,Thousand Nights,195,All of GB,Nights,Renfrewshire
S12000038,2012-2014,Thousand Visits,29,England,Visits,Renfrewshire
S12000038,2016-2018,million pounds (GBP),2,Scotland,Expenditure,Renfrewshire
S12000038,2009-2011,Thousand Nights,77,England,Nights,Renfrewshire
S12000038,2016-2018,Thousand Visits,71,All of GB,Visits,Renfrewshire
S12000038,2014-2016,Thousand Nights,46,Scotland,Nights,Renfrewshire
S12000038,2009-2011,Thousand Visits,52,Scotland,Visits,Renfrewshire
S12000038,2016-2018,Thousand Visits,31,Scotland,Visits,Renfrewshire
S12000041,2010-2012,Thousand Visits,74,England,Visits,Angus
S12000041,2013-2015,million pounds (GBP),10,Scotland,Expenditure,Angus
S12000041,2014-2016,million pounds (GBP),23,All of GB,Expenditure,Angus
S12000041,2015-2017,million pounds (GBP),9,Scotland,Expenditure,Angus
S12000041,2012-2014,million pounds (GBP),12,Scotland,Expenditure,Angus
S12000041,2013-2015,Thousand Visits,86,Scotland,Visits,Angus
S12000041,2013-2015,million pounds (GBP),24,All of GB,Expenditure,Angus
S12000041,2014-2016,million pounds (GBP),9,Scotland,Expenditure,Angus
S12000041,2014-2016,Thousand Visits,126,All of GB,Visits,Angus
S12000041,2009-2011,million pounds (GBP),20,Scotland,Expenditure,Angus
S12000041,2011-2013,million pounds (GBP),16,Scotland,Expenditure,Angus
S12000041,2011-2013,Thousand Visits,186,All of GB,Visits,Angus
S12000041,2010-2012,million pounds (GBP),33,All of GB,Expenditure,Angus
S12000041,2009-2011,Thousand Visits,158,Scotland,Visits,Angus
S12000041,2017-2019,million pounds (GBP),10,Scotland,Expenditure,Angus
S12000041,2014-2016,Thousand Visits,74,Scotland,Visits,Angus
S12000041,2016-2018,Thousand Visits,26,England,Visits,Angus
S12000041,2010-2012,Thousand Visits,127,Scotland,Visits,Angus
S12000041,2011-2013,million pounds (GBP),27,All of GB,Expenditure,Angus
S12000041,2015-2017,Thousand Visits,127,All of GB,Visits,Angus
S12000041,2017-2019,Thousand Visits,77,Scotland,Visits,Angus
S12000041,2016-2018,Thousand Visits,117,All of GB,Visits,Angus
S12000041,2017-2019,million pounds (GBP),12,England,Expenditure,Angus
S12000041,2013-2015,Thousand Visits,50,England,Visits,Angus
S12000041,2015-2017,Thousand Visits,46,England,Visits,Angus
S12000041,2009-2011,million pounds (GBP),34,All of GB,Expenditure,Angus
S12000041,2016-2018,million pounds (GBP),6,England,Expenditure,Angus
S12000041,2012-2014,Thousand Visits,131,All of GB,Visits,Angus
S12000041,2012-2014,million pounds (GBP),7,England,Expenditure,Angus
S12000041,2009-2011,million pounds (GBP),13,England,Expenditure,Angus
S12000041,2014-2016,million pounds (GBP),12,England,Expenditure,Angus
S12000041,2010-2012,million pounds (GBP),12,England,Expenditure,Angus
S12000041,2011-2013,Thousand Visits,59,England,Visits,Angus
S12000041,2015-2017,Thousand Nights,409,All of GB,Nights,Angus
S12000041,2011-2013,Thousand Nights,256,England,Nights,Angus
S12000041,2011-2013,Thousand Nights,358,Scotland,Nights,Angus
S12000041,2015-2017,Thousand Visits,82,Scotland,Visits,Angus
S12000041,2016-2018,Thousand Nights,224,Scotland,Nights,Angus
S12000041,2012-2014,Thousand Visits,42,England,Visits,Angus
S12000041,2009-2011,Thousand Visits,237,All of GB,Visits,Angus
S12000041,2017-2019,Thousand Visits,124,All of GB,Visits,Angus
S12000041,2010-2012,Thousand Visits,206,All of GB,Visits,Angus
S12000041,2016-2018,million pounds (GBP),17,All of GB,Expenditure,Angus
S12000041,2017-2019,million pounds (GBP),22,All of GB,Expenditure,Angus
S12000041,2014-2016,Thousand Visits,48,England,Visits,Angus
S12000041,2009-2011,Thousand Visits,69,England,Visits,Angus
S12000041,2013-2015,million pounds (GBP),13,England,Expenditure,Angus
S12000041,2017-2019,Thousand Visits,44,England,Visits,Angus
S12000041,2011-2013,million pounds (GBP),11,England,Expenditure,Angus
S12000041,2013-2015,Thousand Visits,139,All of GB,Visits,Angus
S12000041,2015-2017,million pounds (GBP),13,England,Expenditure,Angus
S12000041,2012-2014,Thousand Nights,282,Scotland,Nights,Angus
S12000041,2017-2019,Thousand Nights,122,England,Nights,Angus
S12000041,2011-2013,Thousand Nights,621,All of GB,Nights,Angus
S12000041,2012-2014,Thousand Nights,155,England,Nights,Angus
S12000041,2012-2014,Thousand Nights,451,All of GB,Nights,Angus
S12000041,2014-2016,Thousand Nights,245,Scotland,Nights,Angus
S12000041,2010-2012,Thousand Nights,833,All of GB,Nights,Angus
S12000041,2009-2011,Thousand Nights,1064,All of GB,Nights,Angus
S12000041,2017-2019,Thousand Nights,208,Scotland,Nights,Angus
S12000041,2016-2018,Thousand Nights,330,All of GB,Nights,Angus
S12000041,2014-2016,Thousand Nights,196,England,Nights,Angus
S12000041,2013-2015,Thousand Nights,246,Scotland,Nights,Angus
S12000041,2015-2017,Thousand Nights,193,England,Nights,Angus
S12000041,2010-2012,Thousand Nights,492,Scotland,Nights,Angus
S12000041,2013-2015,Thousand Nights,199,England,Nights,Angus
S12000041,2010-2012,Thousand Nights,325,England,Nights,Angus
S12000041,2012-2014,Thousand Visits,86,Scotland,Visits,Angus
S12000041,2016-2018,Thousand Nights,103,England,Nights,Angus
S12000041,2013-2015,Thousand Nights,460,All of GB,Nights,Angus
S12000041,2014-2016,Thousand Nights,456,All of GB,Nights,Angus
S12000041,2015-2017,Thousand Nights,216,Scotland,Nights,Angus
S12000041,2009-2011,Thousand Nights,484,England,Nights,Angus
S12000041,2017-2019,Thousand Nights,332,All of GB,Nights,Angus
S12000041,2009-2011,Thousand Nights,540,Scotland,Nights,Angus
S12000041,2012-2014,million pounds (GBP),19,All of GB,Expenditure,Angus
S12000041,2010-2012,million pounds (GBP),21,Scotland,Expenditure,Angus
S12000041,2015-2017,million pounds (GBP),23,All of GB,Expenditure,Angus
S12000041,2016-2018,Thousand Visits,89,Scotland,Visits,Angus
S12000041,2011-2013,Thousand Visits,125,Scotland,Visits,Angus
S12000041,2016-2018,million pounds (GBP),10,Scotland,Expenditure,Angus
S12000042,2010-2012,million pounds (GBP),45,All of GB,Expenditure,Dundee City
S12000042,2017-2019,Thousand Visits,95,England,Visits,Dundee City
S12000042,2017-2019,Thousand Visits,124,Scotland,Visits,Dundee City
S12000042,2011-2013,Thousand Visits,118,England,Visits,Dundee City
S12000042,2017-2019,million pounds (GBP),23,Scotland,Expenditure,Dundee City
S12000042,2017-2019,million pounds (GBP),46,All of GB,Expenditure,Dundee City
S12000042,2009-2011,Thousand Nights,455,England,Nights,Dundee City
S12000042,2011-2013,million pounds (GBP),46,All of GB,Expenditure,Dundee City
S12000042,2009-2011,Thousand Visits,186,Scotland,Visits,Dundee City
S12000042,2015-2017,million pounds (GBP),27,England,Expenditure,Dundee City
S12000042,2012-2014,million pounds (GBP),31,England,Expenditure,Dundee City
S12000042,2012-2014,Thousand Visits,147,Scotland,Visits,Dundee City
S12000042,2010-2012,million pounds (GBP),21,Scotland,Expenditure,Dundee City
S12000042,2013-2015,million pounds (GBP),46,All of GB,Expenditure,Dundee City
S12000042,2011-2013,Thousand Nights,414,Scotland,Nights,Dundee City
S12000042,2010-2012,Thousand Nights,391,England,Nights,Dundee City
S12000042,2009-2011,million pounds (GBP),19,Scotland,Expenditure,Dundee City
S12000042,2013-2015,Thousand Visits,232,All of GB,Visits,Dundee City
S12000042,2010-2012,Thousand Visits,191,Scotland,Visits,Dundee City
S12000042,2015-2017,Thousand Nights,476,England,Nights,Dundee City
S12000042,2012-2014,Thousand Nights,404,England,Nights,Dundee City
S12000042,2016-2018,Thousand Visits,99,Scotland,Visits,Dundee City
S12000042,2011-2013,Thousand Visits,306,All of GB,Visits,Dundee City
S12000042,2009-2011,Thousand Nights,902,All of GB,Nights,Dundee City
S12000042,2016-2018,Thousand Nights,772,All of GB,Nights,Dundee City
S12000042,2010-2012,million pounds (GBP),24,England,Expenditure,Dundee City
S12000042,2016-2018,million pounds (GBP),19,Scotland,Expenditure,Dundee City
S12000042,2017-2019,Thousand Nights,368,England,Nights,Dundee City
S12000042,2014-2016,million pounds (GBP),24,England,Expenditure,Dundee City
S12000042,2014-2016,million pounds (GBP),22,Scotland,Expenditure,Dundee City
S12000042,2010-2012,Thousand Nights,449,Scotland,Nights,Dundee City
S12000042,2016-2018,Thousand Visits,114,England,Visits,Dundee City
S12000042,2011-2013,million pounds (GBP),27,England,Expenditure,Dundee City
S12000042,2015-2017,Thousand Nights,230,Scotland,Nights,Dundee City
S12000042,2017-2019,Thousand Nights,319,Scotland,Nights,Dundee City
S12000042,2012-2014,Thousand Nights,286,Scotland,Nights,Dundee City
S12000042,2016-2018,million pounds (GBP),27,England,Expenditure,Dundee City
S12000042,2016-2018,Thousand Nights,273,Scotland,Nights,Dundee City
S12000042,2010-2012,Thousand Visits,320,All of GB,Visits,Dundee City
S12000042,2014-2016,Thousand Nights,666,All of GB,Nights,Dundee City
S12000042,2009-2011,Thousand Nights,438,Scotland,Nights,Dundee City
S12000042,2010-2012,Thousand Nights,848,All of GB,Nights,Dundee City
S12000042,2009-2011,million pounds (GBP),21,England,Expenditure,Dundee City
S12000042,2015-2017,Thousand Visits,90,Scotland,Visits,Dundee City
S12000042,2012-2014,Thousand Visits,276,All of GB,Visits,Dundee City
S12000042,2013-2015,Thousand Nights,259,Scotland,Nights,Dundee City
S12000042,2009-2011,Thousand Visits,114,England,Visits,Dundee City
S12000042,2013-2015,Thousand Nights,612,All of GB,Nights,Dundee City
S12000042,2016-2018,Thousand Visits,218,All of GB,Visits,Dundee City
S12000042,2009-2011,Thousand Visits,305,All of GB,Visits,Dundee City
S12000042,2014-2016,Thousand Nights,419,England,Nights,Dundee City
S12000042,2014-2016,million pounds (GBP),48,All of GB,Expenditure,Dundee City
S12000042,2011-2013,Thousand Nights,359,England,Nights,Dundee City
S12000042,2009-2011,million pounds (GBP),40,All of GB,Expenditure,Dundee City
S12000042,2013-2015,Thousand Visits,98,England,Visits,Dundee City
S12000042,2013-2015,Thousand Visits,131,Scotland,Visits,Dundee City
S12000042,2012-2014,Thousand Visits,127,England,Visits,Dundee City
S12000042,2011-2013,Thousand Visits,186,Scotland,Visits,Dundee City
S12000042,2010-2012,Thousand Visits,124,England,Visits,Dundee City
S12000042,2011-2013,Thousand Nights,779,All of GB,Nights,Dundee City
S12000042,2012-2014,million pounds (GBP),53,All of GB,Expenditure,Dundee City
S12000042,2011-2013,million pounds (GBP),19,Scotland,Expenditure,Dundee City
S12000042,2012-2014,Thousand Nights,696,All of GB,Nights,Dundee City
S12000042,2015-2017,Thousand Visits,218,All of GB,Visits,Dundee City
S12000042,2017-2019,Thousand Visits,222,All of GB,Visits,Dundee City
S12000042,2016-2018,million pounds (GBP),46,All of GB,Expenditure,Dundee City
S12000042,2014-2016,Thousand Nights,225,Scotland,Nights,Dundee City
S12000042,2013-2015,Thousand Nights,339,England,Nights,Dundee City
S12000042,2017-2019,Thousand Nights,691,All of GB,Nights,Dundee City
S12000042,2015-2017,Thousand Nights,727,All of GB,Nights,Dundee City
S12000042,2017-2019,million pounds (GBP),22,England,Expenditure,Dundee City
S12000042,2014-2016,Thousand Visits,123,England,Visits,Dundee City
S12000042,2015-2017,million pounds (GBP),15,Scotland,Expenditure,Dundee City
S12000042,2012-2014,million pounds (GBP),22,Scotland,Expenditure,Dundee City
S12000042,2014-2016,Thousand Visits,247,All of GB,Visits,Dundee City
S12000042,2015-2017,million pounds (GBP),44,All of GB,Expenditure,Dundee City
S12000042,2014-2016,Thousand Visits,116,Scotland,Visits,Dundee City
S12000042,2016-2018,Thousand Nights,490,England,Nights,Dundee City
S12000042,2013-2015,million pounds (GBP),20,Scotland,Expenditure,Dundee City
S12000042,2015-2017,Thousand Visits,120,England,Visits,Dundee City
S12000042,2013-2015,million pounds (GBP),25,England,Expenditure,Dundee City
S12000045,2016-2018,Thousand Visits,0,England,Visits,East Dunbartonshire
S12000045,2017-2019,Thousand Nights,3,England,Nights,East Dunbartonshire
S12000045,2009-2011,Thousand Visits,10,Scotland,Visits,East Dunbartonshire
S12000045,2013-2015,Thousand Visits,0,England,Visits,East Dunbartonshire
S12000045,2012-2014,Thousand Visits,7,England,Visits,East Dunbartonshire
S12000045,2016-2018,Thousand Nights,0,England,Nights,East Dunbartonshire
S12000045,2009-2011,Thousand Nights,22,Scotland,Nights,East Dunbartonshire
S12000045,2009-2011,Thousand Visits,10,All of GB,Visits,East Dunbartonshire
S12000045,2011-2013,Thousand Visits,20,All of GB,Visits,East Dunbartonshire
S12000045,2011-2013,Thousand Visits,7,England,Visits,East Dunbartonshire
S12000045,2014-2016,Thousand Visits,3,Scotland,Visits,East Dunbartonshire
S12000045,2011-2013,Thousand Nights,14,England,Nights,East Dunbartonshire
S12000045,2010-2012,Thousand Visits,7,England,Visits,East Dunbartonshire
S12000045,2014-2016,million pounds (GBP),0,Scotland,Expenditure,East Dunbartonshire
S12000045,2015-2017,million pounds (GBP),0,Scotland,Expenditure,East Dunbartonshire
S12000045,2009-2011,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2016-2018,million pounds (GBP),0,All of GB,Expenditure,East Dunbartonshire
S12000045,2013-2015,Thousand Visits,3,Scotland,Visits,East Dunbartonshire
S12000045,2014-2016,Thousand Nights,0,England,Nights,East Dunbartonshire
S12000045,2013-2015,million pounds (GBP),0,Scotland,Expenditure,East Dunbartonshire
S12000045,2015-2017,Thousand Visits,0,Scotland,Visits,East Dunbartonshire
S12000045,2015-2017,Thousand Visits,0,England,Visits,East Dunbartonshire
S12000045,2017-2019,Thousand Nights,18,Scotland,Nights,East Dunbartonshire
S12000045,2009-2011,million pounds (GBP),1,Scotland,Expenditure,East Dunbartonshire
S12000045,2017-2019,Thousand Nights,21,All of GB,Nights,East Dunbartonshire
S12000045,2012-2014,Thousand Visits,15,All of GB,Visits,East Dunbartonshire
S12000045,2009-2011,Thousand Visits,0,England,Visits,East Dunbartonshire
S12000045,2011-2013,million pounds (GBP),1,England,Expenditure,East Dunbartonshire
S12000045,2017-2019,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2016-2018,Thousand Nights,0,All of GB,Nights,East Dunbartonshire
S12000045,2010-2012,million pounds (GBP),1,England,Expenditure,East Dunbartonshire
S12000045,2015-2017,Thousand Nights,0,Scotland,Nights,East Dunbartonshire
S12000045,2011-2013,Thousand Nights,46,All of GB,Nights,East Dunbartonshire
S12000045,2017-2019,Thousand Visits,7,All of GB,Visits,East Dunbartonshire
S12000045,2015-2017,Thousand Visits,0,All of GB,Visits,East Dunbartonshire
S12000045,2013-2015,million pounds (GBP),0,All of GB,Expenditure,East Dunbartonshire
S12000045,2009-2011,million pounds (GBP),1,All of GB,Expenditure,East Dunbartonshire
S12000045,2016-2018,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2012-2014,Thousand Nights,14,England,Nights,East Dunbartonshire
S12000045,2012-2014,million pounds (GBP),1,All of GB,Expenditure,East Dunbartonshire
S12000045,2016-2018,Thousand Visits,0,Scotland,Visits,East Dunbartonshire
S12000045,2009-2011,Thousand Nights,22,All of GB,Nights,East Dunbartonshire
S12000045,2015-2017,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2011-2013,million pounds (GBP),2,All of GB,Expenditure,East Dunbartonshire
S12000045,2010-2012,Thousand Visits,13,Scotland,Visits,East Dunbartonshire
S12000045,2010-2012,Thousand Nights,14,England,Nights,East Dunbartonshire
S12000045,2012-2014,Thousand Nights,22,Scotland,Nights,East Dunbartonshire
S12000045,2011-2013,Thousand Visits,13,Scotland,Visits,East Dunbartonshire
S12000045,2014-2016,million pounds (GBP),0,All of GB,Expenditure,East Dunbartonshire
S12000045,2013-2015,Thousand Visits,3,All of GB,Visits,East Dunbartonshire
S12000045,2014-2016,Thousand Visits,0,England,Visits,East Dunbartonshire
S12000045,2017-2019,Thousand Visits,5,Scotland,Visits,East Dunbartonshire
S12000045,2017-2019,million pounds (GBP),1,All of GB,Expenditure,East Dunbartonshire
S12000045,2010-2012,million pounds (GBP),1,Scotland,Expenditure,East Dunbartonshire
S12000045,2014-2016,Thousand Visits,3,All of GB,Visits,East Dunbartonshire
S12000045,2014-2016,Thousand Nights,3,Scotland,Nights,East Dunbartonshire
S12000045,2012-2014,Thousand Nights,35,All of GB,Nights,East Dunbartonshire
S12000045,2012-2014,million pounds (GBP),1,Scotland,Expenditure,East Dunbartonshire
S12000045,2013-2015,Thousand Nights,3,All of GB,Nights,East Dunbartonshire
S12000045,2011-2013,million pounds (GBP),1,Scotland,Expenditure,East Dunbartonshire
S12000045,2015-2017,million pounds (GBP),0,All of GB,Expenditure,East Dunbartonshire
S12000045,2013-2015,Thousand Nights,0,England,Nights,East Dunbartonshire
S12000045,2016-2018,Thousand Visits,0,All of GB,Visits,East Dunbartonshire
S12000045,2010-2012,Thousand Nights,46,All of GB,Nights,East Dunbartonshire
S12000045,2015-2017,Thousand Nights,0,All of GB,Nights,East Dunbartonshire
S12000045,2009-2011,Thousand Nights,0,England,Nights,East Dunbartonshire
S12000045,2013-2015,Thousand Nights,3,Scotland,Nights,East Dunbartonshire
S12000045,2017-2019,million pounds (GBP),1,Scotland,Expenditure,East Dunbartonshire
S12000045,2010-2012,million pounds (GBP),2,All of GB,Expenditure,East Dunbartonshire
S12000045,2017-2019,Thousand Visits,3,England,Visits,East Dunbartonshire
S12000045,2014-2016,Thousand Nights,3,All of GB,Nights,East Dunbartonshire
S12000045,2014-2016,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2015-2017,Thousand Nights,0,England,Nights,East Dunbartonshire
S12000045,2012-2014,Thousand Visits,8,Scotland,Visits,East Dunbartonshire
S12000045,2016-2018,million pounds (GBP),0,Scotland,Expenditure,East Dunbartonshire
S12000045,2013-2015,million pounds (GBP),0,England,Expenditure,East Dunbartonshire
S12000045,2016-2018,Thousand Nights,0,Scotland,Nights,East Dunbartonshire
S12000045,2010-2012,Thousand Visits,20,All of GB,Visits,East Dunbartonshire
S12000045,2011-2013,Thousand Nights,32,Scotland,Nights,East Dunbartonshire
S12000045,2012-2014,million pounds (GBP),1,England,Expenditure,East Dunbartonshire
S12000045,2010-2012,Thousand Nights,32,Scotland,Nights,East Dunbartonshire
S12000047,2013-2015,Thousand Visits,224,England,Visits,Fife
S12000047,2013-2015,Thousand Nights,1577,All of GB,Nights,Fife
S12000047,2015-2017,million pounds (GBP),39,Scotland,Expenditure,Fife
S12000047,2010-2012,million pounds (GBP),39,Scotland,Expenditure,Fife
S12000047,2009-2011,Thousand Nights,836,Scotland,Nights,Fife
S12000047,2016-2018,Thousand Nights,717,Scotland,Nights,Fife
S12000047,2012-2014,Thousand Nights,730,Scotland,Nights,Fife
S12000047,2014-2016,Thousand Nights,729,England,Nights,Fife
S12000047,2017-2019,Thousand Visits,344,Scotland,Visits,Fife
S12000047,2015-2017,Thousand Nights,870,England,Nights,Fife
S12000047,2012-2014,Thousand Visits,282,Scotland,Visits,Fife
S12000047,2012-2014,Thousand Visits,213,England,Visits,Fife
S12000047,2011-2013,Thousand Nights,824,England,Nights,Fife
S12000047,2010-2012,Thousand Visits,180,England,Visits,Fife
S12000047,2012-2014,million pounds (GBP),39,Scotland,Expenditure,Fife
S12000047,2017-2019,million pounds (GBP),57,England,Expenditure,Fife
S12000047,2010-2012,Thousand Visits,470,All of GB,Visits,Fife
S12000047,2014-2016,million pounds (GBP),37,Scotland,Expenditure,Fife
S12000047,2013-2015,Thousand Visits,303,Scotland,Visits,Fife
S12000047,2015-2017,Thousand Visits,241,England,Visits,Fife
S12000047,2011-2013,Thousand Nights,600,Scotland,Nights,Fife
S12000047,2009-2011,Thousand Visits,534,All of GB,Visits,Fife
S12000047,2017-2019,Thousand Nights,1853,All of GB,Nights,Fife
S12000047,2016-2018,Thousand Visits,540,All of GB,Visits,Fife
S12000047,2009-2011,Thousand Nights,1116,England,Nights,Fife
S12000047,2009-2011,million pounds (GBP),48,England,Expenditure,Fife
S12000047,2016-2018,million pounds (GBP),39,Scotland,Expenditure,Fife
S12000047,2011-2013,million pounds (GBP),33,Scotland,Expenditure,Fife
S12000047,2014-2016,Thousand Nights,788,Scotland,Nights,Fife
S12000047,2010-2012,Thousand Visits,285,Scotland,Visits,Fife
S12000047,2014-2016,Thousand Visits,238,England,Visits,Fife
S12000047,2017-2019,Thousand Nights,875,Scotland,Nights,Fife
S12000047,2013-2015,Thousand Visits,528,All of GB,Visits,Fife
S12000047,2010-2012,million pounds (GBP),84,All of GB,Expenditure,Fife
S12000047,2012-2014,million pounds (GBP),55,England,Expenditure,Fife
S12000047,2014-2016,Thousand Visits,530,All of GB,Visits,Fife
S12000047,2013-2015,Thousand Nights,832,Scotland,Nights,Fife
S12000047,2016-2018,Thousand Visits,299,Scotland,Visits,Fife
S12000047,2014-2016,Thousand Nights,1546,All of GB,Nights,Fife
S12000047,2014-2016,Thousand Visits,286,Scotland,Visits,Fife
S12000047,2016-2018,million pounds (GBP),53,England,Expenditure,Fife
S12000047,2012-2014,million pounds (GBP),94,All of GB,Expenditure,Fife
S12000047,2017-2019,million pounds (GBP),54,Scotland,Expenditure,Fife
S12000047,2017-2019,million pounds (GBP),112,All of GB,Expenditure,Fife
S12000047,2011-2013,Thousand Visits,250,Scotland,Visits,Fife
S12000047,2015-2017,Thousand Nights,802,Scotland,Nights,Fife
S12000047,2014-2016,million pounds (GBP),85,All of GB,Expenditure,Fife
S12000047,2013-2015,Thousand Nights,745,England,Nights,Fife
S12000047,2009-2011,Thousand Nights,1972,All of GB,Nights,Fife
S12000047,2017-2019,Thousand Visits,571,All of GB,Visits,Fife
S12000047,2012-2014,Thousand Nights,737,England,Nights,Fife
S12000047,2009-2011,million pounds (GBP),88,All of GB,Expenditure,Fife
S12000047,2016-2018,Thousand Nights,877,England,Nights,Fife
S12000047,2013-2015,million pounds (GBP),51,England,Expenditure,Fife
S12000047,2012-2014,Thousand Nights,1466,All of GB,Nights,Fife
S12000047,2013-2015,million pounds (GBP),89,All of GB,Expenditure,Fife
S12000047,2010-2012,Thousand Nights,1645,All of GB,Nights,Fife
S12000047,2009-2011,Thousand Visits,324,Scotland,Visits,Fife
S12000047,2017-2019,Thousand Nights,951,England,Nights,Fife
S12000047,2016-2018,Thousand Nights,1650,All of GB,Nights,Fife
S12000047,2009-2011,Thousand Visits,204,England,Visits,Fife
S12000047,2012-2014,Thousand Visits,494,All of GB,Visits,Fife
